user,friend,community,community_id,groundtruthcommunity
1771,208,Birdwatching and Ornithology,6761,Veterinary
1772,208,Birdwatching Excursions,6762,Fun
1773,207,Blended Families Together,6763,Spiritual
1774,206,Blockchain Builders,6764,Computer Science
1775,206,Blockchain Enthusiasts,6765,Computer Science
1776,200,Blockchain Technology Adoption,6766,Computer Science
1777,198,Blockchain Technology Seminars,6767,Computer Science
1778,197,Blockchain Technology Summits,6768,Computer Science
1779,197,Blog Monetization Strategies,6769,Extracurricular
1780,197,Blogging and Content Creation,6770,Extracurricular
1781,196,Blogging and Content Creation Workshops,6771,Extracurricular
1782,196,Blood Donors Guild,6772,Volunteers
1783,196,Bodybuilding Titans,6773,Sports
1784,196,Bonsai Tree Aficionados,6774,Nature Lovers
1785,195,Book Club,6775,Knowledge
1786,195,Bookworms Unite,6776,Knowledge
1787,193,Bookworms United,6777,Knowledge
1788,193,Breastfeeding Advocacy,6778,Awarness
1789,192,Bridge and Card Games,6779,Games
1790,192,Buddhist Meditation Group,6780,Spiritual
1791,191,Business Networking Group,6781,Bussiness
1792,190,Cactus and Succulent Collectors,6782,Nature Lovers
1793,190,Cake Decorating Classes and Workshops,6783,Food
1794,188,Cake Decorating Workshop,6784,Food
1795,186,Calligraphy and Hand Lettering,6785,Knowledge
1796,185,Calligraphy Workshops,6786,Knowledge
1797,185,Calligraphy Workshops and Practice Sessions,6787,Knowledge
1798,184,Camping and Hiking,6788,Fun
1799,184,Camping and Hiking Group,6789,Fun
1800,184,Car Enthusiasts,6790,Automobiles
1801,183,Car Enthusiasts Club,6791,Automobiles
1802,182,Car Modification Crew,6792,Automobiles
1803,182,Car Racing Championships,6793,Sports
1804,181,Car Racing Championships and Track Days,6794,Sports
1805,180,Car Racing Enthusiasts,6795,Sports
1806,179,Car Rally Racing,6796,Sports
1807,178,Car Restoration Club,6797,Automobiles
1808,177,Carpenters' Guild,6798,Extracurricular
1809,177,Cat Care Tips,6799,Veterinary
1810,176,Cat Lovers Club,6800,Veterinary
1811,176,Cat Owners Club,6801,Automobiles
1812,174,Chess Coaching Sessions,6802,Games
1813,173,Chess Competitions,6803,Games
1814,172,Chess Masters,6804,Games
1815,172,Chess Open Tournaments,6805,Games
1816,171,Chess Puzzle Solving,6806,Games
1817,170,Chess Simultaneous Exhibition,6807,Games
1818,169,Chess Simultaneous Matches,6808,Games
1819,169,Chess Strategies and Tactics,6809,Games
1820,167,Chess Strategy Workshops,6810,Games
1821,167,Chess Tactics Workshop,6811,Games
1822,167,Chocolate Indulgence,6812,Food
1823,167,Christian Fellowship,6813,Religious
1824,166,Classic Car Collectors,6814,Automobiles
1825,165,Classic Car Exhibitions,6815,Automobiles
1826,163,Classic Car Restoration,6816,Automobiles
1827,163,Classic Car Shows,6817,Automobiles
1828,162,Classical Music Lovers,6818,Music
1829,159,Climate Change Activists,6819,Nature Lovers
1830,159,Cloud Computing Crew,6820,Computer Science
1831,159,Code Wizards,6821,Computer Science
1832,158,Coding Bootcamp Grads,6822,Computer Science
1833,158,Coding Bootcamps,6823,Computer Science
1834,158,Coding Challenges and Contests,6824,Computer Science
1835,156,Coding Ninjas,6825,Computer Science
1836,155,Coding Workshops and Meetups,6826,Computer Science
1837,153,Coffee Addicts,6827,Food
1838,153,Coffee and Conversations,6828,Food
1839,151,Coffee Appreciation Club,6829,Food
1840,150,Coffee Connoisseurs,6830,Food
1841,150,Coffee Cupping Sessions,6831,Food
1842,149,Coffee Roasting and Brewing,6832,Food
1843,148,Coffee Tasting Workshops,6833,Food
1844,148,Coin Collecting Society,6834,Fun
1845,147,Collectors' Corner,6835,Fun
1846,147,Comedy Club,6836,Entertainment
1847,145,Comic Book Artists Collective,6837,Cartoons
1848,144,Comic Book Enthusiasts,6838,Cartoons
1849,142,Comic Book Writing Workshops,6839,Cartoons
1850,142,Community Gardeners,6840,Nature Lovers
1851,141,Community Service Heroes,6841,Volunteers
1852,141,Contemporary Art Exhibitions,6842,Arts
1853,137,Contemporary Art Workshops,6843,Arts
1854,137,Contemporary Dance Classes,6844,Fitness
1855,134,Contemporary Dance Group,6845,Fitness
1856,133,Contemporary Sculpture Art,6846,Arts
1857,133,Cooking Classes,6847,Food
1858,132,Cooking Connoisseurs,6848,Food
1859,132,Cooking Masters,6849,Food
1860,131,Cosplay Community,6850,Entertainment
1861,130,Country Music Fans,6851,Music
1862,130,Courtroom Drama Fans,6852,Entertainment
1863,130,Craft Beer Brewing Workshops,6853,Food
1864,129,Craft Beer Connoisseurs,6854,Food
1865,128,Craft Beer Enthusiasts,6855,Food
1866,128,Craft Beer Tasting Events,6856,Food
1867,127,Craft Cocktail Making Classes,6857,Food
1868,127,Craft Cocktail Making Workshops,6858,Food
1869,126,Craft Cocktail Recipes,6859,Food
1870,126,Craft Cocktails and Mixology,6860,Food
1871,124,Creative Advertising,6861,Arts
1872,122,Creative Minds,6862,Arts
1873,121,Creative Writers Guild,6863,Arts
1874,120,Creative Writing Circle,6864,Arts
1875,120,Credit Score Improvement,6865,Bussiness
1876,117,Criminal Justice Reform,6866,Awarness
1877,117,CrossFit Competitions and Challenges,6867,Fitness
1878,117,CrossFit Training Group,6868,Fitness
1879,117,Cryptocurrency Education,6869,Knowledge
1880,116,Cryptocurrency Investors,6870,Knowledge
1881,116,Cryptocurrency Trading Seminars,6871,Knowledge
1882,115,Cryptocurrency Trading Workshops,6872,Knowledge
1883,115,Crystal Healing Circle,6873,Spiritual
1884,113,Culinary Delights,6874,Food
1885,113,Cultural Exchange Program,6875,Religious
1886,113,Cultural Heritage Society,6876,Religious
1887,113,Cultural Immersion,6877,Religious
1888,111,Cybersecurity Warriors,6878,Computer Science
1889,110,Cycling Adventures,6879,Computer Science
1890,109,Cycling Crew,6880,Sports
1891,108,Cycling Enthusiasts,6881,Sports
1892,107,Cycling Tours and Races,6882,Sports
1893,106,Daddy's Squad,6883,Miscellaneous
1894,105,Dance Fever,6884,Fitness
1895,104,Dance Fusion,6885,Fitness
1896,103,Dance Performers,6886,Fitness
1897,103,Dance Revolution,6887,Fitness
1898,101,Data Analytics Guild,6888,Computer Science
1899,101,Data Science and Analytics,6889,Computer Science
1900,100,Data Science Bootcamps,6890,Computer Science
1901,99,Data Science Conferences,6891,Computer Science
1902,98,Data Science Society,6892,Computer Science
1903,97,Data Scientists United,6893,Computer Science
1904,95,Dating Advice Group,6894,Awarness
1905,95,Deep-Sea Diving Courses,6895,Nature Lovers
1906,94,Deep-Sea Diving Expeditions,6896,Nature Lovers
1907,88,Deep-Sea Fishing Expeditions,6897,Nature Lovers
1908,87,Design Enthusiasts,6898,Knowledge
1909,87,Digital Art Competitions,6899,Arts
1910,86,Digital Art Exhibitions,6900,Arts
1911,86,Digital Art Exhibitions and Galleries,6901,Arts
1912,86,Digital Artists' Collective,6902,Arts
1913,84,Digital Explorers,6903,Arts
1914,83,Digital Illustrators' Group,6904,Arts
1915,83,Digital Marketing Experts,6905,Bussiness
1916,83,Digital Marketing Masters,6906,Bussiness
1917,83,Digital Marketing Workshops,6907,Bussiness
1918,83,Digital Nomads,6908,Arts
1919,82,Digital Painting Classes,6909,Arts
1920,82,Digital Painting Community,6910,Arts
1921,81,Digital Painting Workshops,6911,Arts
1922,81,Disaster Relief Efforts,6912,Volunteers
1923,80,Disc Golf Players Association,6913,Sports
1924,78,Disc Golf Tournaments,6914,Sports
1925,77,Divorce Recovery Circle,6915,Volunteers
1926,76,DIY Crafters,6916,Arts
1927,76,DIY Home Decor,6917,Arts
1928,75,DIY Masters,6918,Arts
1929,75,Dog Agility Training,6919,Veterinary
1930,75,Dog Breeders Association,6920,Veterinary
1931,73,Dog Lovers Community,6921,Veterinary
1932,73,Dog Lovers Society,6922,Veterinary
1933,72,Dog Training Tips,6923,Veterinary
1934,71,Dog Walking Group,6924,Veterinary
1935,69,Drawing and Sketching Club,6925,Arts
1936,69,Drawing and Sketching Workshops,6926,Arts
1937,69,Eco-Friendly Innovators,6927,Knowledge
1938,66,Eco-Friendly Living,6928,Knowledge
1939,64,E-commerce Empire,6929,Bussiness
1940,64,EDM Party Animals,6930,Music
1941,63,Elderly Care Support,6931,Volunteers
1942,60,Electric Vehicle Advocates,6932,Bussiness
1943,60,English Learners Society,6933,Knowledge
1944,59,Entrepreneurs Hub,6934,Bussiness
1945,57,Entrepreneurs League,6935,Bussiness
1946,56,Entrepreneurs' Network,6936,Bussiness
1947,55,Entrepreneurship Forums,6937,Bussiness
1948,55,Entrepreneurship Journey,6938,Bussiness
1949,55,Entrepreneurship Seminars,6939,Bussiness
1950,54,Entrepreneurship Workshops,6940,Bussiness
1951,53,Environmental Activists,6941,Nature Lovers
1952,53,Environmental Cleanup Crew,6942,Nature Lovers
1953,53,Environmental Education,6943,Awarness
1954,53,Ethical Fashion,6944,LifeStyle
1955,52,Exotic Animal Keepers,6945,Veterinary
1956,51,Extreme Sports Junkies,6946,Sports
1957,50,Fair Trade Fashion,6947,LifeStyle
1958,50,Fantasy Book Club,6948,Knowledge
1959,50,Fashion Bloggers,6949,LifeStyle
1960,50,Fashion Bloggers Community,6950,LifeStyle
1961,47,Fashion Design Competitions,6951,Arts
1962,46,Fashion Design Workshops,6952,Arts
1963,46,Fashion Designers Circle,6953,Arts
1964,45,Fashion Designers Guild,6954,Arts
1965,42,Fashion Entrepreneurs,6955,Bussiness
1966,37,Fashion Illustration,6956,Arts
1967,36,Fashion Modeling,6957,Arts
1968,34,Fashion Styling,6958,LifeStyle
1969,34,Fashion Styling Workshops,6959,Arts
1970,32,Fashion Stylists Association,6960,LifeStyle
1971,31,Fashion Stylists Guild,6961,LifeStyle
1972,29,Fashionistas Forever,6962,LifeStyle
1973,29,Fashionistas Unite,6963,LifeStyle
1974,29,Fiction Writers Guild,6964,Arts
1975,25,Fiction Writers' Society,6965,Arts
1976,25,Fiction Writing Contests,6966,Arts
1977,25,Fiction Writing Workshops,6967,Arts
1978,25,Fiction Writing Workshops and Critique Groups,6968,Arts
1979,24,Film Analysis Discussions,6969,Arts
1980,24,Film and Cinema,6970,Entertainment
1981,23,Film Appreciation Society,6971,Volunteers
1982,22,Film Buffs,6972,Entertainment
1983,22,Film Buffs Association,6973,Entertainment
1984,20,Film Critics Association,6974,Entertainment
1985,18,Film Directing Workshops,6975,Arts
1986,16,Film Fanatics,6976,Entertainment
1987,15,Film Festival Society,6977,Entertainment
1988,15,Film Festivals,6978,Entertainment
1989,13,Film Industry Network,6979,Bussiness
1990,13,Film Industry Networking,6980,Bussiness
1991,12,Film Industry Seminars,6981,Arts
1992,11,Film Production Club,6982,Bussiness
1993,11,Film Production Courses and Training,6983,Arts
1994,10,Film Production Workshops,6984,Arts
1995,10,Film Screenings and Discussions,6985,Arts
1996,9,Film Screenwriting Workshops,6986,Arts
1997,8,Filmmakers' Network,6987,Arts
1998,8,Filmmaking Collaborators,6988,Arts
1999,3,Financial Independence Journey,6989,Bussiness
